試合種別ID,試合種別名略,チームID,チーム名略,選手ID,選手名,選手名英略,ポジション,背番号,出生地,身長,体重,生年月日,所属チーム履歴,Jリーグ通算出場数(J1),Jリーグ通算出場数(J2),Jリーグ通算出場数(J3),Jリーグ初出場年月日,Jリーグ初出場試合名,初出場チーム名略称,初出場相手チーム名略称,初出場競技場名略称,Jリーグ初得点年月日,Jリーグ初得点試合名,Jリーグ初得点チーム名略称,Jリーグ初得点相手チーム名略称,Jリーグ初得点初出場競技場名略称,現所属F,SkillCorner選手ID,SkillCorner選手ID_2025
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1604775,鈴木　準弥,SUZUKI Junya,DF,3,静岡県,176,71,19960107,アスルクラロ沼津Ｕ１２-ＡＣＮジュビロ沼津-清水エスパルスユース-早稲田大-ＶｆＲアーレン／ドイツ-藤枝ＭＹＦＣ-ブラウブリッツ秋田-ＦＣ東京-ＦＣ町田ゼルビア,56,37,62,20190309,明治安田J3第1節,藤枝,福島,藤枝サ,20190602,明治安田J3第10節,藤枝,Ｇ大23,パナスタ,1,254462,254462
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1630110,新保　海鈴,SHIMBO Kaili,DF,48,東京都,171,64,20020816,柏レイソルＵ－１２-柏レイソルＵ－１５-セレッソ大阪Ｕ－１８-レノファ山口ＦＣ-テゲバジャーロ宮崎-レノファ山口ＦＣ-いわてグルージャ盛岡-レノファ山口ＦＣ,34,40,87,20200705,明治安田J3第2節,Ｃ大23,Ｇ大23,パナスタ,20201122,明治安田J3第29節,Ｃ大23,熊本,ヤンマー,1,813821,815333
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1633003,杉田　隼,SUGITA Hayato,DF,19,神奈川県,179,65,20040109,バディーＳＣ-横浜ＦＣＪｒユース-横浜ＦＣユース-横浜ＦＣ-ＦＣ岐阜-横浜ＦＣ-松本山雅ＦＣ,0,0,33,20230318,明治安田J3第3節,岐阜,鹿児島,長良川,,,,,,1,963565,896240
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1644492,佐藤　颯真,SATO Soma,DF,94,愛知県,183,72,20031103,愛知ＦＣ庄内Ｕ－１５-東海学園高-東海学園大,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1646782,秦　樹,HATA Jui,DF,24,神奈川県,182,70,20070501,ＦＣ藤棚-Ｙ．Ｓ．Ｃ．Ｃ．横浜ジュニア-クライムイレブンＳＣ-バディーＪｒユース横浜-横浜ＦＣユース,0,0,0,,,,,,,,,,,1,1045708,
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1651453,細井　響,HOSOI Kyo,DF,5,千葉県,183,77,20031031,柏レイソルＵ－１２-柏レイソルＵ－１５-習志野高-新潟医療福祉大,8,0,0,20250912,明治安田J1第29節,横浜FC,町田,Ｇスタ,20250928,明治安田J1第32節,横浜FC,湘南,ニッパツ,1,1024531,896486
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1504489,髙江　麗央,TAKAE Leo,MF,77,熊本県,171,71,19980627,ソレッソ熊本-熊本ユナイテッドＳＣ　Ｕ－１２-ロアッソ熊本Ｊｒユース-東福岡高-ガンバ大阪-ＦＣ町田ゼルビア-ガンバ大阪-ＦＣ町田ゼルビア-モンテディオ山形,20,208,58,20170312,明治安田J3第1節,Ｇ大23,鳥取,吹田Ｓ,20170820,明治安田J3第19節,Ｇ大23,盛岡,北上,1,727053,727053
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1604300,山田　康太,YAMADA Kota,MF,7,神奈川県,175,68,19990710,大越ＳＳＳ-横浜Ｆ・マリノスプライマリー-横浜Ｆ・マリノスＪｒユース-横浜Ｆ・マリノスユース-横浜Ｆ・マリノス-名古屋グランパス-横浜Ｆ・マリノス-水戸ホーリーホック-横浜Ｆ・マリノス-モンテディオ山形-横浜Ｆ・マリノス-モンテディオ山形-柏レイソル-ガンバ大阪,91,112,0,20180428,明治安田J1第11節,横浜FM,鹿島,日産ス,20180722,明治安田J1第17節,横浜FM,FC東京,味スタ,1,606588,606588
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1620759,村田　透馬,MURATA Toma,MF,20,大阪府,173,64,20000722,深井ＦＣ-ガンバ大阪堺ジュニア-ガンバ大阪堺Ｊｒユース-興国高-ＦＣ岐阜,18,37,84,20180811,明治安田J2第28節,岐阜,京都,長良川,20210328,明治安田J3第3節,岐阜,讃岐,長良川,1,813842,815331
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1624353,窪田　稜,KUBOTA Ryo,MF,13,千葉県,171,68,20010105,フッチＳＣ-成立学園高-ツエーゲン金沢-ＦＣ岐阜-ツエーゲン金沢-ＦＣ岐阜-ツエーゲン金沢-ＦＣ岐阜-愛媛ＦＣ,7,104,79,20190317,明治安田J2第4節,金沢,町田,石川西部,20200816,明治安田J2第12節,金沢,京都,石川西部,1,813861,815875
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1629453,横山　暁之,YOKOYAMA Akiyuki,MF,26,東京都,171,65,19970326,山崎ＦＣ-東京ヴェルディＪｒユース-東京ヴェルディユース-北陸大-藤枝ＭＹＦＣ-ジェフユナイテッド千葉,0,103,37,20210828,明治安田J3第16節,藤枝,富山,富山,20220504,明治安田J3第8節,藤枝,岐阜,藤枝サ,1,798159,798159
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1632788,小倉　陽太,OGURA Hinata,MF,8,神奈川県,183,78,20010503,茅ヶ崎小和田ＦＣ-横浜ＦＣＪｒユース-横浜ＦＣユース-早稲田大,24,12,0,20240525,明治安田J2第17節,横浜FC,甲府,ＪＩＴス,20251206,明治安田J1第38節,横浜FC,Ｃ大阪,ヨドコウ,1,813858,815330
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1637019,遠藤　貴成,ENDO Takanari,MF,39,新潟県,172,67,20021019,グランセナ-アルビレックス新潟Ｕ－１５-東福岡高-桐蔭横浜大,13,0,0,20250614,明治安田J1第20節,横浜FC,川崎Ｆ,ニッパツ,,,,,,1,1005838,896072
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1637144,高塩　隼生,TAKASHIO Hayase,MF,14,神奈川県,170,63,20040603,今宿ＳＣ-横浜ＦＣＪｒユース-横浜ＦＣユース-横浜ＦＣ-ツエーゲン金沢-横浜ＦＣ-沖縄ＳＶ,0,0,1,20240225,明治安田J3第1節,金沢,沼津,愛鷹,,,,,,1,861923,
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1640495,宇田　光史朗,UDA Koshiro,MF,35,兵庫県,182,72,20040926,上甲子園ＳＣ-西宮ＳＳジュニアユース-興国高-横浜ＦＣ-高知ユナイテッドＳＣ-横浜ＦＣ-高知ユナイテッドＳＣ-横浜ＦＣ-レイラック滋賀ＦＣ,0,0,0,,,,,,,,,,,1,995109,895710
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1641552,熊倉　弘貴,KUMAKURA Koki,MF,28,新潟県,174,70,20020516,ＦＣステラＵ－１２-ＦＣステラＵ－１５-前橋育英高-日本大,5,0,0,20250628,明治安田J1第22節,横浜FC,FC東京,味スタ,,,,,,1,1004141,896074
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1646796,岩崎　亮佑,IWASAKI Ryosuke,MF,78,神奈川県,174,68,20080130,横浜すみれＳＣ-横浜ＦＣＪｒユース-横浜ＦＣユース,0,0,0,,,,,,,,,,,1,1045707,
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1646800,福岡　湧大,FUKUOKA Yudai,MF,46,神奈川県,165,59,20080515,中野島ＦＣ-横浜ＦＣＪｒユース,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1652098,向井　俊貴,MUKAI Shunki,MF,25,埼玉県,182,68,20040413,コスモＳＣ川越-ダイナモ川越東-大宮アルディージャＵ１５-佐野日大高-新潟医療福祉大在学中,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1500544,アダイウトン,ADAILTON,FW,90,ブラジル,176,83,19901206,フォルタレーザ／ブラジル-ヴィトーリア／ブラジル-アトレチコ　パラナエンセ／ブラジル-イトゥアーノ／ブラジル-ジョインビレ／ブラジル-イトゥアーノ／ブラジル-ポンチプレッタ／ブラジル-パラナ／ブラジル-ジュビロ磐田-ＦＣ東京-ヴァンフォーレ甲府-クルーベ　ド　レモ／ブラジル,247,72,0,20150308,明治安田J2第1節,磐田,北九州,ヤマハ,20150308,明治安田J2第1節,磐田,北九州,ヤマハ,1,26069,26069
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1502748,ルキアン,LUKIAN,FW,9,ブラジル,183,87,19910921,ノヴァ　イグアスＦＣ／ブラジル-リオ　ブランコＥＣ／ブラジル-ノヴァ　イグアスＦＣ／ブラジル-サンタクルスＦＣ／ブラジル-ルヴェルデンセＥＣ／ブラジル-富川ＦＣ１９９５／大韓民国-釜山アイパーク／大韓民国-ＦＣ安養／大韓民国-パタヤユナイテッド／タイ-チョンブリＦＣ／タイ-ジュビロ磐田-アビスパ福岡-湘南ベルマーレ,141,72,0,20190803,明治安田J1第21節,磐田,仙台,ユアスタ,20191019,明治安田J1第29節,磐田,鳥栖,ヤマハ,1,26065,26065
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1614204,森　海渡,MORI Kaito,FW,18,千葉県,185,80,20000607,六実ＳＣ-柏レイソルＵ－１２-柏レイソルＵ－１５-柏レイソルＵ－１８-筑波大-柏レイソル-徳島ヴォルティス-柏レイソル-横浜ＦＣ-ジェフユナイテッド千葉,17,52,0,20220306,明治安田J1第3節,柏,鹿島,カシマ,20220503,明治安田J1第11節,柏,広島,Ｅスタ,1,254508,254508
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1632808,駒沢　直哉,KOMAZAWA Naoya,FW,49,石川県,178,79,20020517,美川ＦＣジュニア-ツエーゲン金沢Ｕ－１５-ツエーゲン金沢Ｕ－１８-早稲田大-横浜ＦＣ-ギラヴァンツ北九州,9,0,8,20250315,明治安田J1第6節,横浜FC,Ｃ大阪,ニッパツ,20251129,明治安田J3第38節,北九州,松本,味フィ西,1,1002899,896073
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1637080,室井　彗佑,MUROI Keisuke,FW,17,東京都,170,65,20000417,横河武蔵野ＦＣジュニア-横河武蔵野ＦＣ　Ｕ－１５-前橋育英高-東洋大-大宮アルディージャ,16,43,0,20220904,明治安田J2第34節,大宮,熊本,えがおＳ,20230813,明治安田J2第30節,大宮,岡山,ＮＡＣＫ,1,727399,727399
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1646683,前田　勘太朗,MAEDA Kantaro,FW,23,東京都,177,67,20070710,ＪＦＣ　ＦＵＴＵＲＯ-横浜ＦＣＪｒユース-横浜ＦＣユース,1,0,0,20250912,明治安田J1第29節,横浜FC,町田,Ｇスタ,,,,,,1,978463,896070
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1647902,ジョアン　パウロ,JOAO PAULO,FW,10,ブラジル,179,73,19961128,ＦＣサンパウロＵ２０／ブラジル-ＥＣバイーア／ブラジル-ＦＣサンパウロＵ２０／ブラジル-クリシューマＥＣ／ブラジル-ＦＣサンパウロＵ２０／ブラジル-セアラーＳＣ／ブラジル-オエステＦＣ／ブラジル-グアラニ／ブラジル-ホーチミン　シティＦＣ／ベトナム-ノバ　イグアス　ＦＣ／ブラジル-デスポルチーヴォ　ブラジル／ブラジル-ＵＤオリヴェイレンセ／ポルトガル,21,14,0,20240803,明治安田J2第25節,横浜FC,千葉,ニッパツ,20240824,明治安田J2第28節,横浜FC,徳島,ニッパツ,1,735588,735588
250,Ｊ２・Ｊ３百年構想,296,横浜FC,1651709,齋藤　翔,SAITO Kakeru,FW,45,神奈川県,174,69,20090223,大豆戸ＦＣ-横浜港北ＳＣ-横浜ＦＣＪｒユース,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,130,湘南,1100893,上福元　直人,KAMIFUKUMOTO Naoto,GK,99,千葉県,182,76,19891117,北貝塚ＦＣ-ＦＣ若葉-千葉ＳＣ美浜-市立船橋高-順天堂大-大分トリニータ-ＦＣ町田ゼルビア-大分トリニータ-東京ヴェルディ-徳島ヴォルティス-京都サンガF.C.-川崎フロンターレ,116,167,19,20150718,明治安田J2第24節,大分,長崎,大銀ド,,,,,,1,255004,255004
250,Ｊ２・Ｊ３百年構想,130,湘南,1400117,永井　建成,NAGAI Tatsunari,GK,21,京都府,185,84,19950707,長岡京サッカースポーツ少年団-京都ＦＣ長岡京-京都橘高-ロアッソ熊本-京都サンガF.C.-いわきＦＣ-ポルベニル飛鳥-ＦＣティアモ枚方-ＦＣ大阪,0,0,75,20230304,明治安田J3第1節,FC大阪,鹿児島,白波スタ,,,,,,1,929412,815799
250,Ｊ２・Ｊ３百年構想,130,湘南,1610980,真田　幸太,SANADA Kota,GK,31,神奈川県,190,88,19990421,ハリマオＳＣ-湘南ベルマーレＵ－１５平塚-湘南ベルマーレＵ－１８-湘南ベルマーレ-奈良クラブ-湘南ベルマーレ-おこしやす京都ＡＣ-湘南ベルマーレ-東京武蔵野ユナイテッドＦＣ-湘南ベルマーレ-ヴィアティン三重,9,0,0,20250628,明治安田J1第22節,湘南,横浜FM,レモンＳ,,,,,,1,818299,896165
250,Ｊ２・Ｊ３百年構想,130,湘南,1641616,岩瀬　陽,IWASE Hikaru,GK,41,大阪府,185,85,20031015,桜宮ＳＣ-アスペガス生駒ＦＣ-興國高-中央大,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,130,湘南,800131,大野　和成,OHNO Kazunari,DF,8,新潟県,180,77,19890804,春日中-アルビレックス新潟ユース-アルビレックス新潟-愛媛ＦＣ-アルビレックス新潟-湘南ベルマーレ-アルビレックス新潟-湘南ベルマーレ-アルビレックス新潟,303,55,0,20101017,J1第26節,新潟,名古屋,東北電ス,20120320,J2第4節,湘南,岐阜,ＢＭＷス,1,26983,26983
250,Ｊ２・Ｊ３百年構想,130,湘南,1604990,岡庭　愁人,OKANIWA Shuto,DF,55,埼玉県,171,65,19990916,レジスタＦＣ-ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８-明治大-ＦＣ東京-大宮アルディージャ-ＦＣ東京-大宮アルディージャ-ＦＣ東京-ジェフユナイテッド千葉-ＦＣ東京-レノファ山口ＦＣ-ＦＣ東京,1,124,16,20160911,明治安田J3第21節,Ｆ東23,盛岡,いわスタ,20240403,明治安田J2第8節,千葉,栃木,フクアリ,1,727392,727392
250,Ｊ２・Ｊ３百年構想,130,湘南,1607220,下口　稚葉,SHIMOGUCHI Wakaba,DF,13,福井県,178,75,19980502,福井市中央ＦＣ-ＪＦＡアカデミー福島-ファジアーノ岡山-ＡＣ長野パルセイロ-ファジアーノ岡山-ＦＣ今治-ファジアーノ岡山-ＦＣ今治-ファジアーノ岡山-ＲＢ大宮アルディージャ,0,83,86,20180506,明治安田J2第13節,岡山,福岡,Ｃスタ,20191117,明治安田J3第31節,長野,沼津,長野Ｕ,1,929448,815887
250,Ｊ２・Ｊ３百年構想,130,湘南,1621195,髙橋　直也,TAKAHASHI Naoya,DF,14,大阪府,181,72,20010528,アクバスＳＣ-ガンバ大阪門真ジュニア-ガンバ大阪門真Ｊｒユース-ガンバ大阪ユース-関西大,30,0,11,20190413,明治安田J3第6節,Ｇ大23,熊本,万博,,,,,,1,606619,606619
250,Ｊ２・Ｊ３百年構想,130,湘南,1624300,福島　隼斗,FUKUSHIMA Hayato,DF,27,熊本県,178,75,20000426,豊川ＦＣ-松橋中-大津高-湘南ベルマーレ-福島ユナイテッドＦＣ-湘南ベルマーレ-福島ユナイテッドＦＣ-湘南ベルマーレ-栃木ＳＣ-湘南ベルマーレ-栃木ＳＣ-湘南ベルマーレ-愛媛ＦＣ,4,91,40,20200829,明治安田J3第12節,福島,Ｃ大23,ヤンマー,20201011,明治安田J3第21節,福島,熊本,とうスタ,1,254501,254501
250,Ｊ２・Ｊ３百年構想,130,湘南,1624305,袴田　裕太郎,HAKAMATA Yutaro,DF,3,静岡県,183,77,19960624,浜松白脇サッカースポーツ少年団-ジュビロ磐田Ｕ－１５-浜松開誠館高-明治大-横浜ＦＣ-ジュビロ磐田-大宮アルディージャ-ジュビロ磐田-大宮アルディージャ-東京ヴェルディ-ロアッソ熊本-東京ヴェルディ,63,98,0,20190330,明治安田J2第6節,横浜FC,金沢,石川西部,20210321,明治安田J1第6節,横浜FC,徳島,鳴門大塚,1,254574,254574
250,Ｊ２・Ｊ３百年構想,130,湘南,1627405,舘　幸希,TACHI Koki,DF,4,三重県,173,73,19971214,鈴西サッカースポーツ少年団-伊賀ＦＣＪｒユース-四日市中央工高-日本大,112,0,0,20200913,明治安田J1第16節,湘南,Ｇ大阪,パナスタ,20250923,明治安田J1第31節,湘南,川崎Ｆ,レモンＳ,1,254484,254484
250,Ｊ２・Ｊ３百年構想,130,湘南,1632429,蓑田　広大,MINODA Kodai,DF,22,神奈川県,180,74,19990810,鶴見東ＦＣ-大豆戸ＦＣＪｒユース-青森山田高-法政大-湘南ベルマーレ-ＳＣ相模原-湘南ベルマーレ-ヴァンラーレ八戸-湘南ベルマーレ-ヴァンラーレ八戸-湘南ベルマーレ-ヴァンラーレ八戸,1,0,110,20220406,明治安田J1第7節,湘南,名古屋,豊田ス,20231112,明治安田J3第35節,八戸,宮崎,ユニスタ,1,254584,254584
250,Ｊ２・Ｊ３百年構想,130,湘南,1632787,柴田　徹,SHIBATA Toru,DF,50,福島県,173,65,20010218,ビアンコーネ福島Ｕ－１５-湘南ベルマーレＵ－１８-早稲田大-湘南ベルマーレ-福島ユナイテッドＦＣ-湘南ベルマーレ-福島ユナイテッドＦＣ-湘南ベルマーレ-福島ユナイテッドＦＣ,0,0,48,20230701,明治安田J3第16節,福島,奈良,とうスタ,20230826,明治安田J3第24節,福島,宮崎,ユニスタ,1,929319,815481
250,Ｊ２・Ｊ３百年構想,130,湘南,1636236,松村　晟怜,MATSUMURA Sere,DF,2,新潟県,184,75,20031203,六日町サッカージュニア-ＦＣ大和ジュニオルス-長岡ＪｒユースＦＣ-帝京長岡高,22,0,0,20220402,明治安田J1第6節,湘南,広島,レモンＳ,,,,,,1,254589,254589
250,Ｊ２・Ｊ３百年構想,130,湘南,1644968,本多　康太郎,HONDA Kotaro,DF,24,,,,,,0,0,0,,,,,,,,,,,0,,
250,Ｊ２・Ｊ３百年構想,130,湘南,1646763,松本　果成,MATSUMOTO Kanaru,DF,23,群馬県,182,75,20070119,高崎エヴォリスタ-上州ＦＣ高崎-流通経済大付属柏高,0,0,0,,,,,,,,,,,1,1045823,
250,Ｊ２・Ｊ３百年構想,130,湘南,1652029,保田　成琉,YASUDA Naru,DF,32,奈良県,180,76,20040803,天理ＦＣ-ディアブロッサ高田ＦＣ　Ｕ－１５-阪南大付属高-法政大在学中,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,130,湘南,1656840,松村　秀明,MATSUMURA Hideaki,DF,36,神奈川県,180,67,20080619,ＦＣ本郷-湘南ベルマーレＵ－１５平塚,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,130,湘南,900449,奥埜　博亮,OKUNO Hiroaki,MF,25,大阪府,171,68,19890814,ベガルタ仙台Ｊｒユース-ベガルタ仙台ユース-仙台大-ベガルタ仙台-Ｖ・ファーレン長崎-ベガルタ仙台-Ｖ・ファーレン長崎-ベガルタ仙台-セレッソ大阪,337,55,0,20120526,J1第13節,仙台,川崎Ｆ,等々力,20130804,J2第27節,長崎,愛媛,長崎県立,1,26812,26812
250,Ｊ２・Ｊ３百年構想,130,湘南,1100300,鈴木　雄斗,SUZUKI Yuto,MF,37,神奈川県,182,76,19931207,大分トリニータＵ－１２-柏レイソルＵ－１２-柏レイソルＵ－１５-横浜Ｆ・マリノスＪｒユース-横浜Ｆ・マリノスユース-水戸ホーリーホック-モンテディオ山形-川崎フロンターレ-ガンバ大阪-川崎フロンターレ-松本山雅ＦＣ-川崎フロンターレ-ジュビロ磐田,130,259,1,20120408,J2第7節,水戸,千葉,Ｋｓスタ,20120914,J2第33節,水戸,熊本,Ｋｓスタ,1,254442,254442
250,Ｊ２・Ｊ３百年構想,130,湘南,1100892,小野瀬　康介,ONOSE Kosuke,MF,7,東京都,178,69,19930422,ミッキーＳＣ-横浜ＦＣＪｒユース-横浜ＦＣユース-横浜ＦＣ-レノファ山口ＦＣ-ガンバ大阪,200,192,0,20110807,J2第3節,横浜FC,水戸,ニッパ球,20120701,J2第22節,横浜FC,町田,町田,1,26870,26870
250,Ｊ２・Ｊ３百年構想,130,湘南,1604080,武田　将平,TAKEDA Shohei,MF,6,神奈川県,181,73,19940404,リトルジャンボＳ．Ｃ-伊勢原中-流通経済大付属柏高-神奈川大-ファジアーノ岡山-ヴァンフォーレ甲府-ファジアーノ岡山-京都サンガF.C.,71,113,0,20170528,明治安田J2第16節,岡山,大分,大銀ド,20170528,明治安田J2第16節,岡山,大分,大銀ド,1,255013,255013
250,Ｊ２・Ｊ３百年構想,130,湘南,1618074,池田　昌生,IKEDA Masaki,MF,18,大阪府,177,71,19990708,セレッソ大阪Ｕ－１５-東山高-福島ユナイテッドＦＣ,103,0,97,20180311,明治安田J3第1節,福島,群馬,とうスタ,20181028,明治安田J3第29節,福島,鳥取,とうスタ,1,254481,254481
250,Ｊ２・Ｊ３百年構想,130,湘南,1618153,松本　大弥,MATSUMOTO Hiroya,MF,5,東京都,180,79,20000810,関前ＳＣ-横河武蔵野ＦＣＪｒユース-サンフレッチェ広島ユース-サンフレッチェ広島-大宮アルディージャ-サンフレッチェ広島-ツエーゲン金沢-サンフレッチェ広島,35,50,0,20190223,明治安田J1第1節,広島,清水,Ｅスタ,20220330,明治安田J2第7節,金沢,熊本,石川西部,1,26962,26962
250,Ｊ２・Ｊ３百年構想,130,湘南,1624317,アルトゥール　シルバ,ARTHUR SILVA,MF,16,ブラジル,180,84,19950426,ＥＣサンジョゼ／ブラジル-ＡＡインテルナシオナル　ベベドウロ／ブラジル-ＣＡヴォトゥポランゲンセ／ブラジル-グレミオ　オザスコ　アウダックス／ブラジル-ＥＣノヴォ　アンブルゴ　Ｕ－２０／ブラジル-ＣＮマルシリオ　ジアス／ブラジル-ＦＣ東京-横浜ＦＣ-ＦＣ東京-カターレ富山-ＦＣ東京-カターレ富山-ＦＣ東京-ＲＢ大宮アルディージャ,54,19,87,20190310,明治安田J3第1節,Ｆ東23,北九州,ミクスタ,20191019,明治安田J1第29節,FC東京,神戸,ノエスタ,1,26858,26858
250,Ｊ２・Ｊ３百年構想,130,湘南,1629897,藤井　智也,FUJII Tomoya,MF,15,岐阜県,173,68,19981204,若鮎長良ＦＣ-長良高-立命館大-サンフレッチェ広島-鹿島アントラーズ,148,0,0,20200704,明治安田J1第2節,広島,神戸,ノエスタ,20211204,明治安田J1第38節,広島,徳島,鳴門大塚,1,254510,254510
250,Ｊ２・Ｊ３百年構想,130,湘南,1631730,田村　蒼生,TAMURA Sohki,MF,17,千葉県,165,61,20020420,常盤平少年ＳＣ-柏レイソルＵ－１２-柏レイソルＵ－１５-柏レイソルＵ－１８-筑波大,5,0,0,20250215,明治安田J1第1節,湘南,鹿島,レモンＳ,,,,,,1,999863,895944
250,Ｊ２・Ｊ３百年構想,130,湘南,1633193,加瀬　直輝,KASE Naoki,MF,86,千葉県,167,60,20000607,旭ＦＣ-ＡＣカラクテル-尚志高-流通経済大-いわきＦＣ,0,98,0,20230305,明治安田J2第3節,いわき,山口,いわきＧ,20250425,明治安田J2第11節,いわき,長崎,ピースタ,1,798270,798270
250,Ｊ２・Ｊ３百年構想,130,湘南,1644663,山口　豪太,YAMAGUCHI Gota,MF,30,埼玉県,172,67,20070424,勝瀬ふじみ野ＳＣ-ＦＣ　ＬＡＶＩＤＡ-昌平高,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,130,湘南,1650536,石橋　瀬凪,ISHIBASHI Sena,MF,20,兵庫県,180,72,20060422,駒ヶ林ＦＣ-ヴィッセル神戸Ｕ－１２-ヴィッセル神戸Ｕ－１５-神戸弘陵学園高,10,0,0,20250525,明治安田J1第18節,湘南,新潟,デンカＳ,,,,,,1,1009827,896168
250,Ｊ２・Ｊ３百年構想,130,湘南,1656123,中村　龍,NAKAMURA Ryu,MF,35,千葉県,171,60,20080711,ヴィヴァイオ船橋Ｓ．Ｃジュニア-ヴィヴァイオ船橋Ｓ．Ｃ　Ｊｒユース,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,130,湘南,1600514,山田　寛人,YAMADA Hiroto,FW,34,愛知県,183,76,20000307,愛知ＦＣ-ホペイロ刈谷-セレッソ大阪Ｕ－１８-セレッソ大阪-ＦＣ琉球-セレッソ大阪-ベガルタ仙台-セレッソ大阪-ベガルタ仙台-セレッソ大阪-サガン鳥栖,67,67,39,20161022,明治安田J3第26節,Ｃ大23,秋田,金鳥スタ,20180325,明治安田J3第4節,Ｃ大23,相模原,金鳥スタ,1,78126,78126
250,Ｊ２・Ｊ３百年構想,130,湘南,1617898,太田　修介,OTA Shusuke,FW,28,山梨県,176,70,19960223,池田サッカースポーツ少年団-ヴァンフォーレ甲府Ｕ－１５-ヴァンフォーレ甲府Ｕ－１８-日本体育大-ヴァンフォーレ甲府-ＦＣ町田ゼルビア-アルビレックス新潟,57,113,0,20180225,明治安田J2第1節,甲府,大宮,ＮＡＣＫ,20200627,明治安田J2第2節,甲府,新潟,中銀スタ,1,606981,606981
250,Ｊ２・Ｊ３百年構想,130,湘南,1624682,小田　裕太郎,ODA Yutaro,FW,11,兵庫県,181,70,20010812,ヴィッセル神戸Ｕ－１５-ヴィッセル神戸Ｕ－１８-ヴィッセル神戸-ハート　オブ　ミドロシアンＦＣ／スコットランド,65,0,0,20200711,明治安田J1第4節,神戸,大分,昭和電ド,20200926,明治安田J1第19節,神戸,札幌,ノエスタ,1,130341,130341
250,Ｊ２・Ｊ３百年構想,130,湘南,1632373,ファビアン　ゴンザレス,FABIAN GONZALEZ,FW,9,コロンビア,187,85,19921123,デポルティボ　パスト／コロンビア-ラ　エキダ／コロンビア-スポーツアンカシュ／ペルー-アヤクーチョＦＣ／ペルー-アカデミア　カントラオ／ペルー-ミジョナリオス／コロンビア-アトレティコ　ナシオナル／コロンビア-ジュビロ磐田-ヴァンフォーレ甲府-ＲＢ大宮アルディージャ,18,77,15,20210509,明治安田J2第13節,磐田,秋田,ソユスタ,20210711,明治安田J2第22節,磐田,山口,みらスタ,1,35741,35741
250,Ｊ２・Ｊ３百年構想,130,湘南,1639214,石井　久継,ISHII Hisatsugu,FW,77,岡山県,170,65,20050707,福山ローザス　セレソン-湘南ベルマーレＵ－１５-湘南ベルマーレＵ－１８,31,0,0,20230520,明治安田J1第14節,湘南,Ｃ大阪,レモンＳ,20240706,明治安田J1第22節,湘南,浦和,浦和駒場,1,665745,665745
250,Ｊ２・Ｊ３百年構想,130,湘南,1641624,渡邊　啓吾,WATANABE Keigo,FW,29,北海道,185,78,20020825,ＬＩＶ　ＦＣ-北海道コンサドーレ札幌Ｕ－１５-旭川実業高-桐蔭横浜大,6,0,0,20240506,明治安田J1第12節,湘南,鳥栖,レモンＳ,,,,,,1,819566,896167
250,Ｊ２・Ｊ３百年構想,30676,相模原,1100137,杉本　大地,SUGIMOTO Daichi,GK,22,神奈川県,187,83,19930715,ヤマハジュビロ浜松-京都サンガF.C.Ｕ－１８-京都サンガF.C.-徳島ヴォルティス-京都サンガF.C.-横浜Ｆ・マリノス-ジュビロ磐田-ベガルタ仙台-名古屋グランパス,4,37,1,20140518,J2第14節,京都,水戸,Ｋｓスタ,,,,,,1,978588,896109
